,sair_adi,baslik,siir_link,siir
27,Ahmet Altan,Aşk Çıplak Gezer,https://www.antoloji.com/ask-ciplak-gezer-siiri/,"Bir orospuyu azize yapar aşk ve bir azizeyi orospu. İnsanların kat kat sarındıkları, her bir katın diğerini gözlerden sakladığı, birbirine benzemeyen ve rengarenk tüller gibi o anda ruhlarında esen rüzgara göre yer ve renk değiştiren kimliklerinin en üstte kalanını görürüz biz ve aşk, keskin ve ışıltılı bir bıçak gibi bütün o tülleri parçalayarak en derine iner, inci avcılarının ustalığıyla, o derinlerde istiridyeler gibi kendi üstlerine kilitlenmiş gizli kutuların kapaklarını açar, uçarı bir çapkınken sevecen bir adam, oynak bir kadından sadık bir eş, ürkek bir genç kızdan tutkulu bir yosma çıkartır ortaya. Ve aşk çıplak gezer. İnsanlar nedense en çok kendi derinliklerinde gizli olandan korkarlar, ama merak da ederler korktukları şeyi, merakla korku birbirine karışır., kendi içlerine doğru bir adım atıp sonra geri çekilirler. Hem derinliklerindekini gizlemek için tüllerine sarınırlar hem de tüllerini parçalayacak bir çıplak ararlar. Sevmeden sevilmeyi istemelerinin asıl nedeni budur, sanırlar ki sevmeden sevilirlerse eğer, tülleri parçalanmadan derinliklerde saklı olanlar gözükür onlara, kimseye göstermeden kendileri görebilirler orada olanları ve böyle düşünenler hep yanılırlar. Aşk çıplak gezer çünkü ve bir bıçak gibi parçalar tülleri ve aşka dokunmak için soyunmak gerekir. 'Beni bırakma' diye inlemek, orospunun içindeki sadakati, azizenin içindeki oynaklığı ortaya çıkarmak, çapkının sevecenliğini, cesurun korkusunu, yiğidin telaşını, akıllının şaşkınlığını, güçlünün zaafını ele vermek gerekir, görünmeyenin görünür olmasına, dokunulmayanın dokunulur kılınmasına ihtiyaç vardır. Ve insanlar en çok kendi derinliklerinde gizli olanlardan korkarlar ve en çok korktukları şeyi merak ederler. Bilmeseler de hissederler ki haz en derinde olanın, gizlenenin hemen yanındadır ve acı hazzın yanında durur, en acıyacak yerdir o en derinde duran ve aşk bir bıçak gibi dokunur oraya ve hazdan acıyı, acıdan hazzı yalnız aşk yaratır. Bir orospuyu azize yapar aşk ve bir azizeyi orospu. O kat kat tüllerin altında neler gizli, tüllerin sahibi bile bilmez ve hep görmek ister görmekten korktuğunu. Aşktan kaçarak aşkı yakalamak ister herkes ve herkes yakalamaktan korkarak aşkı kovalar. Ve aşk çıplak gezer ve aşka dokunmak için soyunmak, cesareti, gücü, orospuluğu, aklı, bilgiçliği, tecrübeyi, yiğitliği, oynaklığı birer birer atmak gerekir. Aşka dokunan herkes yangına dokunmuş gibi dehşetle çeker elini önce, parçalanan tüllerinin ruhunu darmadağın eden depreminden kaçmaya uğraşır, hastalanmış bir çocuk gibi tüllerine sarınmaya çabalar, inkar eder her şeyi, 'bu sadık kadın ben değilim' der, 'bu ağlayan erkek ben olamam'  ve aşka dokunan herkes kaçmaya uğraşırken bağlanır aşka, en derinindekine usulca alışır sonunda, sever kendi içindekini aynı aşık olduğunu sevdiğini gibi.  Aşk, kendisine olduğu kadar kendi derinindekine de bağlar insanı, bir başkasına aşık olduğun sürece kendine de aşık olursun, kendi çıplaklığına da tutkunsundur artık, kendi çıplaklığını da seversin bir başkasını severken. Sonra çıplak yerinin acıdığını hissedersin, özlemin sarsıntısını, kıskanmanın kavuruculuğunu, tüllerine sarınmışken duyduğun özlemlere ve kıskançlıklara hiç benzemeyen yeni duygular olarak yaşarsın. Ve aldığın hazzın başka hiç bir hazza benzemediğini keşfedersin. Aşk çıplak gezer. Aşka dokunmak için soyunmak, bütün tüllerinin parçalanmasına razı olmak gerekir. Görmekten en çok korktuğunu, en derinindekini görürsün. Ve aşık olduğunda, bir başkasını sevdiğin kadar seversin kendini. Hazla ve acıyla kavrulmayı öğrenirsin. Ve aşıkken çırılçıplak gezersin. Yalnızca aşıkken kendini çırılçıplak görürsün, gördüğünden korkup gördüğünü severek. Bir orospuyken bir azize, bir azizeyken bir orospu olursun ve ancak aşıkken anlarsın arada bir fark olmadığını.Y   Ahmet AltanKayıt Tarihi : 1.8.2002 00:11:00"
28,Yılmaz Odabaşı,Bir Aşk Yara,https://www.antoloji.com/bir-ask-yara-siiri/,"“Beni yalnızlığımla vurdular o gece vakti Kalbimi suyla yudular o gece vakti Öldüğümü bile söylemediler…” 		-A. Erhan-Ben şu kısa boylu hayatta uzun boylu kederlerle acırım. Yorar beni şu telaş, şu karmaşa. Bir sığınak aranırken şu uğultuda, bir aşk gelir, bir yara. Bir yara…  Bir yara daha! Eski bir aşk, yeni bir ayrılıktır her zaman. Bunu kuşlar sorar,  yıldızlar da anlatır. Kimse bilmez be canım, bir yara bir ömrü nasıl kanatır…Ben seni hep ayrılıkla anmışım Titreyen ellerimle günlerin buğusuna adını…                         Hep adını yazmışım. Bir aşk gelmiş bir yara. Bir yara…Bir yara daha! Eski bir aşk, yeni bir ayrılıktır her zaman. Bunu kuşlar sorar, yıldızlar da anlatır;  kimse bilmez be canım bir yara bir ömrü nasıl kanatır…   Yılmaz OdabaşıKayıt Tarihi : 23.3.2001 19:25:00"
29,Can Yücel,Aşk Dersi,https://www.antoloji.com/ask-dersi-3-siiri/,Yabancı bir televizyon görüncesinde Bitkilerin nasıl çiftleştiğin seyrederken ağlıyorum Derken aklıma geliyor Güler'le ilk seviştiğimiz Orda da ağladığımı gülerek hatırlıyorum   Can YücelKayıt Tarihi : 16.9.2002 13:05:00
30,Ümit Yaşar Oğuzcan,Aşk Çizgisi,https://www.antoloji.com/ask-cizgisi-siiri/,"Bütün yollar aşktan geçiyor, görüyor musun?  Bir aşk çizgisi var her şeyden öte O çizgiden başka bütün çizgiler Aşkı tüketmedeKimi dik çizgilerin kimi paralel Eğri büğrüsü, düzgünü, kalını, incesi Ve bir gün sarıyor bütün çizgileri Ö....................   Ümit Yaşar OğuzcanKayıt Tarihi : 28.10.2001 03:08:00"
31,Ataol Behramoğlu,Aşk,https://www.antoloji.com/ask-15-siiri/,Hayatın hızıyla yaşadık o aşkı Her şey bir anda....................   Ataol BehramoğluKayıt Tarihi : 10.10.2000 11:04:00
32,Ümit Yaşar Oğuzcan,Aşk Şairi,https://www.antoloji.com/ask-sairi-siiri/,"Acılar vardır, bir de çaresizlikler Ne zaman başladıysa benim öyküm Yürüdük, kim bilir kaç yıl beraber Bir yanımda aşk, bir yanımda olum<....................   Ümit Yaşar OğuzcanKayıt Tarihi : 28.8.2000 16:40:00"
33,Cahit Sıtkı Tarancı,Aşk Adamı,https://www.antoloji.com/ask-adami-siiri/,"Dolaştığım denizlerce düşünüyorum,  Bineceğim son gemi değil midir  Hayır sahibi omuzlarda giden tabut.  Herkes gibi teselliye muhtaç olsaydım eğer,  Derdim ki: 'Elbet bir ağlayanım olur benim de;  Ramazan geceleri Ya....................   Cahit Sıtkı TarancıKayıt Tarihi : 12.2.2002 04:38:00"
34,Abdurrahim Karakoç,Bir Aşk Bulsam,https://www.antoloji.com/bir-ask-bulsam-siiri/,"Bir aşk bulsam, yağmurunda ıslansam Bir dost bulsam, irfanında beslensem Bir dağ bulsam, sinesine yaslansam Yalınızlığım bitermola, bilmem ki?   Abdurrahim KarakoçKayıt Tarihi : 2.1.2002 13:03:00"
35,Ahmet Selçuk İlkan,Aşk Ve Gurur,https://www.antoloji.com/ask-ve-gurur-siiri/,Nereden bilecektin seni sevdiğimi Hiç fısıldamadım ki kulaklarına aşkımı Senin için Günlerce gecelerce ağladım Nereden bilecektin Hiç silmedim ki yanında gözyaşlarımı...   Ahmet Selçuk İlkanKayıt Tarihi : 22.4.2002 13:42:00
36,Ümit Yaşar Oğuzcan,Aşk Fısıltıları,https://www.antoloji.com/ask-fisiltilari-siiri/,-1-Giyindin mi?  Tırnaklarını boyadın mı?  Ya dudakların Onları da boya Tara saçlarını bir güzel Hazır mısın?  Çıkabilir miyiz Doruklarına aşkın?  O yerlere varabilir miyiz?  Denizleri geçebilir miyiz?  El ele Hazır mısın?  Hadi soyun öyleyse-2-Sağında bir yürek çarpıyor Benim yüreğim Sağımda bir yürek çarpıyor Senin yüreğin Şimdi İki yürek bir bedeniz Sonra İki beden bir yürek-3-Her parçam bir ayrı yerde Bir ayağım bu günde Bir ayağım yarında Bir gözüm göklerde Bir gözüm denizlerde Biri yaşamakta ellerimin Biri ölümse Yüreğimse Bin pa....................   Ümit Yaşar OğuzcanKayıt Tarihi : 1.12.2001 05:12:00
37,Cezmi Ersöz,Aşk Olsa Gerek,https://www.antoloji.com/ask-olsa-gerek-siiri/,"Öyle bir tutkuluydun ki hayata başlarken… Şimdiyse küçücük bir çiçek teselli ediyor seni… Aradaki o büyük boşluğun adı,  Aşk olsa gerek…   Cezmi ErsözKayıt Tarihi : 4.5.2002 17:21:00"
38,Küçük İskender,"Aşk, Teknolojik Bir Kelime",https://www.antoloji.com/ask-teknolojik-bir-kelime-siiri/,I. Bu gece sana uğramayı düşünmüyorum. Saadet diyorsun çünkü. Saadet: Bir kilide sokulan anahtar.Ya açarsın ya da kapatırsın.   Küçük İskenderKayıt Tarihi : 31.10.2001 01:05:00
39,Can Yücel,Bu Da Öyle Bir Aşk,https://www.antoloji.com/bu-da-oyle-bir-ask-siiri/,Sırtımda çıplak  Islak nefesin Bi gidip bi geliyorBiz senlen yatmıyoruz ki Yaşamıyoruz da Hep yarışıyoruz Sen mi ben mi Önce kim Ölümü öldürecek diye   Can YücelKayıt Tarihi : 17.11.2001 22:02:00
40,Cezmi Ersöz,Aşk ve Yurtsuzluk,https://www.antoloji.com/ask-ve-yurtsuzluk-siiri/,"Usul usul azalıyordu sevgisi,kalbi soğuyordu... Aynı masada,yanyana oturuyorduk,ellerinden tutuyordum...Akıntıya kapılmış bir çiçek gibi bilmediğim,bilmediği uzaklıklara doğru gidiyordu...Öyle acı çekiyordu ki sevgisinin azalmasından...Seni artık özlemiyorum,eskisi gibi içimi acıtmıyorsun,bu benim için ne büyük acı biliyormusun,derken sesi titriyordu.Dalından kopmuş bir çiçek gibi unutuluş denizinde usul usul sürükleniyordu...Sevgimiz yurtsuz kalmıştı şimdi... Can çekişen bir hastayı ölümüne hazırlar gibi, nefesimi tutmuş saçını okşuyordum durmadan... Sevgisi,yaralanmış çocukluğumuzu ve dünyayı değiştirmeye yetmemişti. Hayal kanatları yanmış sevgisini öksüz kalan sevgime kattım.Sevgisi biterken gözlerime son bir kere baktı.İnanmıştı çektiğim ıstıraba...Son anda sarıldı bana: Hadi,sen de benimle gel,birlikte karışalım kayboluşa,dedi. Yapamam,dedim,istesem de yapamam.Bu sevginin ömrünü beklemeliyim... Bu sevginin beni götürdüğü yere kadar gitmeliyim... İçimde sırrın,kimseye benzemezliğin sızısı,yarım kalan yolculuğun aşk yüzlü çocuğu var...Sevgisi soğurken son tesellisi,son kıskançlığı,son umudu bu olmuştu...   Cezmi ErsözKayıt Tarihi : 18.11.2000 00:39:00"
41,Cahit Sıtkı Tarancı,Aşk İle (Baktım ki),https://www.antoloji.com/ask-ile-baktim-ki-siiri/,Baktım ki gökyüzü baştan başa bulut  Unut diyor o güzel günleri unut  Baktım ki deniz her dalgasıyla düşman  Kuşlar av peşinde ba....................   Cahit Sıtkı TarancıKayıt Tarihi : 12.2.2002 04:35:00
42,Uğur Arslan,Günahsız Aşk,https://www.antoloji.com/gunahsiz-ask-siiri/,Zamansız gözlerini ufka dikişin var ya Beni benden edişin Hesap vermeden  Sormadan Söylemeden sevişin Buğulu gözlerinde Bakışların beni bırakır gider ya Sadece Sadece sen yokken kendime gelişim Umulmadık bir yerinde hayatın Ciğerlerini söküp atarcasına  Kalbindekileri haykıracakmış gibi Karşımda duruşun Ve bir kelime bile etmeden  Çekip gidişin Ve susuşun var ya...Şakağıma dayanmış bir namlunun Tetiğini çekmeyişin Oluk oluk cana hayat veren kanı Şahdamarda kesişin Ve beni benden edişin En yaşanacak zamanında  yaşanmamışlıkların Çekip gidişin Ve aşktan ölürken dahi Sevmiyorum deyişin Ve günahsız gidişin Beni günaha sokar ya...   Uğur ArslanKayıt Tarihi : 25.1.2001 13:28:00
43,Ahmet Selçuk İlkan,Aşk Kitabı,https://www.antoloji.com/ask-kitabi-3-siiri/,Ne olur söyleyin sevenler bana Ayrılmak kanun mu aşk kitabında Elele tutuşup gülmeden daha Terketmek kanun mu aşk kitabındaÜmitlerim kırıldı bitti Hayallerim yıkıldı gitti Bu dert beni benden etti Sevdim sevdim bak ne hale geldimHer seven sonunda düşüyor derde Bu aşk kitabının yazanı nerde Bir aşık inandı çok sevdi diye Terketmek kanun mu aşk kitabında   Ahmet Selçuk İlkanKayıt Tarihi : 9.1.2002 17:32:00
44,Akgün Akova,Aşk ve Kuyruklu Yıldız,https://www.antoloji.com/ask-ve-kuyruklu-yildiz-siiri/,"gittiğim bütün hekimler aynı şeyleri söylediler söz birliği etmişcesine 'aşk hastalığıdır bunun adı  ve çok sarsar insanı bu yaştan sonra'oysa ne yalan söyliyeyim, ben yalnızca bir kuyrukluyıldıza çarptığımı sanmıştım yaşamın çıkmaz sokaklarında yürürken yüreğim bir patlamayla aydınlanınca   Akgün AkovaKayıt Tarihi : 24.12.2000 18:13:00"
45,Ömer Hayyam,Aşk,https://www.antoloji.com/ask-40-siiri/,Ezeli sırları ne sen bilirsin ne de ben Bu muammayı ne sen okuyabilirsin ne de ben Perde ardında sen ben dedikodusu var amma... Perde kalktı mı ne sen kalırsın ne de benEy dünyanın işinden haberi olmayan sen yoksun Dünya esen yel üstüne kuruldu.. Varlığımız iki yokluk arasındadır Çevrendekilerde hiçdir sen de bir hiçsinMedresede söz vardır tekkede de hal Fakat bu aşk sözden de dışarıdır halden de İster şeriat müftüsü ol ister şehir vaizi Aşk mahkemesine gelindi mi dilsiz kesilirBugün zevk etmek elindeyken zevkine bak Yarını düşünmen beyhude bir heves Bir çok kişiden arda kalanlar Sana da kalmayacak sen de göçüp gideceksin...   Ömer HayyamKayıt Tarihi : 5.5.2001 00:50:00
46,Şeyh Galib,Hüsn ü Aşk' tan (1),https://www.antoloji.com/husn-u-ask-tan-1-siiri/,Ey hame eser senin değildir Ey şeb bu seher senin değildirEnvar-ı füyuz-ı Mürşid-i Rum Afaka Fürugum etti malumKıldı beni tıfl-ı mısra' asa Doğdum doğalı suhanle ber paBen tıfl idim eylemezdim ülfet Bulmuştu sözüm temam şöhretBi-minnet ü üstad-ı talim Ser-name-i tab'ım etti tanzimAllah Allah zihi inayet Na- baliga hikmet-i belagatFeyz erdi cenab-ı Mevlevi'den Aldım nice ders Mesnevi'denGüya ki o bahr-ı bi gerane Olmuş hum-ı rengden nişaneDil hemçü şegaal o bahre düştü Hem-cinslerim başıma üştüTavus-ı  behişte eyledim naz Amma ki yok iktidar- ı pervazBoş boşuna ney veş ettim efgan Ben söyledim oldu şem' giryanOlmuştu bu sine dik-i hikmet Ni'met  leb-i gayre oldu kısmetSinemde ne aşk var ne tabiş Ebna- yı zemana bir nümayişMüjdemden alındı aşinalar Gitti hepisi deyip dualarBen kaldım o söz lebimde kaldı Keşt-i murat lenger aldıCanımda ne suziş-i  taleb var Gönlümde ne neşe-i tarab varBu resme kalır gidersem eyvah Tevfikına mazhar ede Allah   Şeyh GalibKayıt Tarihi : 29.5.2002 16:48:00
47,Behçet Aysan,"Bu Aşk, Bu Şehir, Bu Keder",https://www.antoloji.com/bu-ask-bu-sehir-bu-keder-siiri/,"1.  hoşça kal ayak izim  serseri sokaklarda  hoşça kal kendine bir başka  gökyüzü büyütenkardeşimgece fenerihoşçakal kal çaldığım ıslıksöylediğim türkü doludizgin karlarda.hoşça kal annemin yüzühep beyaz yaşmaklısırı dökülmüş bir yalnız aynada.hoşça kaldolunayın altındaıhlamur ağaçlarınakazıdığım şeyhoşça kal uzaklarda yanan anızların parıltısı hoşça kal.2. bir gün gelecek bu gün de bir anı olacak nasılsaoturduğumuz bu masa bu kum saati, bu rüzgar, bu eski  komodinbu kırık sandalyebu kelepir yürek bu aşk  nasılsa. 3.  hoşça kal ayak izim  serseri sokaklarda hoşça kal yarım kalmış  duvar yazıları hoşça kal bir gün gelecek  akacak yeraltı sularıhoşça kalyakut, bezirgan, gönhoşça kal eski zaman aktarlarıgidiyorumbu şehri bu yağmuru bu düşleribu aşkı bu kavgayı bu kederisize bırakarak.   Behçet AysanKayıt Tarihi : 13.11.2000 15:33:00"
48,Attila İlhan,Harp Kaldırımında Aşk,https://www.antoloji.com/harp-kaldiriminda-ask-siiri/,sen şimdi yanımda yepyeni bir türkü gibisin hiç görmediğim yıldızlar gözlerine doğmuş bir büyüklük duygusu dağlar gibi yüreğinde ah biz mutluluğu böyle aranıp duracak mıyız yağmur hep böyle yağacak mı hatıralara eksik olan bir şey var sana bana dair belki bir rüzgar belki rüzgardan da hafif ama kalbimiz yine uzak bir deniz gibi boş heybetli gurupların belirdiği saatlerdesen şimdi ya....................   Attila İlhanKayıt Tarihi : 5.6.2002 17:23:00
49,A. Hicri İzgören,Kod Adı Aşk,https://www.antoloji.com/kod-adi-ask-siiri/,"Bir istisnayım artık kuralı bozuyorumMışlı geçmiş bir şark çıbanıyım Şimdi yaşamın yüzünde sızlıyor izimGündemde ilave tedbirler var, infaz bildirileri Ecelimi bir hamaylı gibi boynumda taşıyorum Potansiyel suçluyum, yasa da ceza da benimLanetlidir artık gözlerine mil çekmiş Kurşun damlaları akıtmış kulaklarına Kösnül kasıklarında yalaz, üstü başı kan Şimdi isterik bir orospuyu oynuyor zamanBütün kapılara ayrılığın suretini astılar Derme-çatma aşklar onarmaktan bitkinim Dün erkendi, yarın gecikmiş sayılırım Bir parça uçurum alıyorum terkime Kutsuyorum yolları bir iklim bulmak içinBozdum tüm oyunları şimdi satırbaşıyım Sıcak uzun yazlardan, kış uykulardan Sustukça derinleşen büyüyü bozdum Karlar içinde yorgun bir selam gibi Vakitsiz ve davetsiz giriyorum gecene Gözlerinin sıcağına konuk et beniSonunda öğrendim konuşmayı, yürümeyi öğrendim Geçtiğim tüm köprüleri yaktım, dönüş yok Yollarla artık uğraklarla anlatırım kendimi İçime akmıyor kanım, yaramı sevdim Tazeleyin çoban ateşlerini ey ateş ustaları Kavallarınıza yeni delikler açın Emzirin sığınaklarımı uyak bulsun koyaklarYeni bir sayfa açtım işte ömrümü çiziyorum Sensiz hiçbir şeyin hükmü yok benim için Ölüm durmadan tazelese de hünerini Yeni bir sayfa açtım kanımla yazıyorum artık Kod adım aşk'tır Ömrüm bu uzun hecenin ömrüne kayıtlıdır Çünkü miladı yoktur kod adı aşk olanın Ateşten gömlek giymiş bir şiirdir ülkesi   A. Hicri İzgörenKayıt Tarihi : 26.9.2001 13:09:00"
50,Cahit Sıtkı Tarancı,İlk Aşk,https://www.antoloji.com/ilk-ask-siiri/,"Felek ne kadar kahretse kalbimize, Zaman zaman hatırladığımız olur, Hangi dilber ilk aşkı tattırdı bize;  Bir bahtiyarla yasadığ....................   Cahit Sıtkı TarancıKayıt Tarihi : 30.6.2000 19:03:00"
51,Küçük İskender,Aşk Lazım Partisi,https://www.antoloji.com/ask-lazim-partisi-siiri/,"van kedisi'nekarardı geceme sarkan o pırıltılı ay!  ben yoktum! bir vakit yaratsam bir vakte düşsem çırılçıplak bir vaktin karaltısında kalsam öyle masum ve paramparça, darmadağın makam,  kalbimdeki kasabanın şefi,  mutlaka kaymış bir yıldız takardı yakasına! yürümezdi içimdeki haydut gölgenin dengeli uyuşturucusu parlatmazdı kalbimi bela eyy nerdesin sevgili sultan kıç kırığı cinayet tutkusu!  biliyorum bundan sonrası yatağın yatağa omuz attığı papağanın papağana silah çektiği cesedin cesetle çılgınca raksettiği o uppuuzun cerahatle lal vakti! masmavi yemyeşil bir ihtilal vakti! bir ihtimal,  ihtişam ve mutluluk sorgusu!  çıkarıp attığım gözlerim kadar uzak bakışlarım bakışlarım, birbirini seven iki akşamın arasına girmiş gün gibi kıskanç, tıpkı o gün gibi flu suçlu! inan  zavallı öğrencim!  sevgilim! derin denizdeki vurgun uçsuz bucaksız yalınlıktaki muhteşem soygun gençlikle yaşlılık arasına giren o buz gibi nifak diriltmez artık çiçeklerin tanışıp tokalaştıkları iklimi!  inan! bu bir nadas değil, bir veda birikimi!  saat tam onikiyi vurduğunda terkederken herzamanki gibi o harikulade partiyi düşürdüm duru tenindeki parlak merdivende bütün taşları er olan satranç takımımı! ve anladım ki bir kez daha hatamı ve anladım ki bir kez daha talihsizliğimi:  bulanık boktan bir sudur aşk insanın kendisini görmek için eğildiği!   Küçük İskenderKayıt Tarihi : 30.7.2001 01:16:00"
52,Salih Bolat,Aşk,https://www.antoloji.com/ask-2708-siiri/,"çünkü sürüyor hayat değişiyor herşey, aşk aşk bizim en eski kederimiz nehir yataklarından deltalardan biriktirdiğimizgün gelir, sorulur;  bir ağuyu çiğnemekten geliyoruz                  ve aşktan neredeydiniz?   Salih BolatKayıt Tarihi : 12.6.2000 08:46:00"
53,Tekin Gönenç,Aşk Konuşur Bütün Dilleri,https://www.antoloji.com/ask-konusur-butun-dilleri-siiri/,silme pus  ve buzulbesbelli üşüyorsunhiç susmuyor  penguenleri  bakışlarınınah bir dökülsen  çözülecek sularımda düğümlerinduyarsın  derinlerde bir yerlerde insanın insana bölünmesidir yanlızlıkin artık iklimlerimeaşksa o hiç korkma nasılsa konuşur  bütün dilleri   Tekin GönençKayıt Tarihi : 11.7.2001 16:02:00
54,Cezmi Ersöz,Ask Kararmak Uzeredir Odanda,https://www.antoloji.com/ask-kararmak-uzeredir-odanda-siiri/,"Eski bir Turkce kitabinda rastladim sana. Sirtin pencereye donuktu, odan kararmak uzereydi, usulca one dusmustu basin yorgun bir dusu tasiyordun omuzlarinda.Birini bekliyordun, kendini bekler gibi...Ne zaman askin adi gecse sen gelirsin aklima... Sirtin pencereye donuk, basin one dusmus, bir inanc titresir, yarali, yorgun omuzlarindaNe zaman adin gecse eski bir Turkce kitabinda ask kararmak uzeredir odanda...   Cezmi ErsözKayıt Tarihi : 30.3.2001 17:00:00"
55,Aziz Nesin,Aşk Üzre,https://www.antoloji.com/ask-uzre-siiri/,Sevişirken yılan bile dokunmaz Tapınmakta aşktan saygın ola....................   Aziz NesinKayıt Tarihi : 6.4.2001 15:58:00
56,Ömer Hayyam,Aşk ve Kalb,https://www.antoloji.com/ask-ve-kalb-siiri/,"Bir kalb ki onun sevmesi, aldanması yok. Tutkunluğu yok, bir güzele yanması yok. Bin kez yazık olsun sevgisiz bir yüreğe,  Aşksız geçecek günlerin faydası yok   Ömer HayyamKayıt Tarihi : 14.11.2001 02:18:00"
57,Ümit Yaşar Oğuzcan,İmkansız Aşk,https://www.antoloji.com/imkansiz-ask-130-siiri/,Falcı kadın yalan söylüyor yalan Bizi birbirimiz için yaratmış Tanrımız Nasıl mümkün değilse Yıldızları toplamak gökyüzünden Öylesine imkansız bir şey aşkımızKurudu gölgesinde oturduğumuz ağaçlar Bahçelerde sevdiğin çiçekler kalmadı Sadece hatıralarda ebedi olan Vazgeçeme....................   Ümit Yaşar OğuzcanKayıt Tarihi : 10.5.2001 10:21:00
